JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2458103.62778	15.055	0.012		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458104.483264	15.003	0.005		V	DAM		146		X15649LOX		0		Z	13.213			OJ 287	AAVSO	STD				
2458104.55115	14.987	0.088		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.16	Z		12.829		OJ 287	AAVSO	STD	0			
2458105.557	13.964			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458106.497	14.753			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458106.54907	14.754	0.076		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.154	Z		12.830		OJ 287	AAVSO	STD	0			
2458106.613	14.41			TG	BOA		NA				0		Z				OJ 287	AFOEV	STD				
2458106.661429	14.493	0.105		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.015	Z		13.608		OJ 287	AAVSO	STD				
2458106.751	14.365			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458106.751	14.8			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458106.777	15.068			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458106.783	14.760			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458106.788	14.367			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458107.564038	14.748	0.033		V	ATE		NA	146	X16659HL		0	1.159	Z		14.663	2458107.56823	OJ 287	AAVSO	STD				
2458107.588	14.296			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458107.589	14.717			CV	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458107.762	15.150			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458107.767	14.687			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458107.772	14.287			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458108.5866	14.625	0.073		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.112	Z		12.845		OJ 287	AAVSO	STD	0			
2458108.649	14.593			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458108.650	14.212			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458108.769	14.868			B	PYG		4		FIORUCCI TOSTI & SMI	SR)-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458108.776	14.599			V	PYG		4		FIORUCCI TOSTI & SMI	SR)-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458108.780	14.216			SR	PYG		4		FIORUCCI TOSTI & SMI	SR)-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458109.566117	14.364	0.126		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.214	Z		13.636		OJ 287	AAVSO	STD				
2458109.578	14.251			R	PYG		4		FIORUCCI TOSTI & SMI	SR)-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458109.580	14.629			V	PYG		4		FIORUCCI TOSTI & SMI	SR)-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458109.648	14.6			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458110.549	14.619			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458110.549	14.277			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458110.765	14.526			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458110.770	14.239			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458111.505	14.358			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458111.506	14.732			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458111.57089	14.713	0.069		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.115	Z		12.846		OJ 287	AAVSO	STD	0			
2458111.582	14.6			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458111.742	15.017			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458111.749	14.703			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458111.753	14.327			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458112.467732	14.894	0.031		V	ATE		NA	146	X16659HL		0	1.596	Z		14.678	2458112.47224	OJ 287	AAVSO	STD				
2458112.482	14.669			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458112.483	14.376			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458112.486777	14.514	0.108		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.836	Z		13.652		OJ 287	AAVSO	STD				
2458112.753	15.295			B	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458112.760	14.853			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458112.765	14.433			SR	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458113.569	14.571			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458113.572	14.902			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458113.733	15.353			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458113.739	14.933			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458113.744	14.517			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458114.556	14.919			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458114.556	14.526			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458115.485	14.510			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458115.486	14.876			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458115.590718	14.919	0.012		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.075	Z	-13.312	14.612	2458115.59541	OJ 287	AAVSO	STD				
2458115.602768	14.488	0.010		R	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.075	Z	-13.830	14.301	2458115.60746	OJ 287	AAVSO	STD				
2458115.614767	15.208	0.011		SG	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.080	Z	-13.253	14.900	2458115.61946	OJ 287	AAVSO	STD				
2458115.626776	14.709	0.010		SR	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.089	Z	-13.768	14.510	2458115.63147	OJ 287	AAVSO	STD				
2458115.638796	14.392	0.012		SI	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.104	Z	-13.230	14.405	2458115.64349	OJ 287	AAVSO	STD				
2458115.652595	14.899	0.012		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.127	Z	-13.290	14.618	2458115.65729	OJ 287	AAVSO	STD				
2458115.653223	14.608	0.104		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.011	Z		13.605		OJ 287	AAVSO	STD				
2458115.664614	14.485	0.010		R	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.153	Z	-13.795	14.307	2458115.66931	OJ 287	AAVSO	STD				
2458115.676604	15.196	0.012		SG	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.186	Z	-13.176	14.894	2458115.68130	OJ 287	AAVSO	STD				
2458115.688613	14.706	0.010		SR	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.225	Z	-13.782	14.490	2458115.69331	OJ 287	AAVSO	STD				
2458115.700602	14.389	0.012		SI	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.273	Z	-13.239	14.413	2458115.70530	OJ 287	AAVSO	STD				
2458115.749	15.301			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458115.754	14.868			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458115.759	14.455			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458116.503	14.805			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458116.505	14.387			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458116.55733	14.799	0.087		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.114	Z		12.866		OJ 287	AAVSO	STD	0			
2458116.724	15.258			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458116.733	14.759			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458116.735	14.353			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458117.728	15.087			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458117.735	14.640			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458117.739	14.187			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458118.53131	14.539	0.062		V	GCO		ENSAMBLE	000-BBQ-043	7193UE	EXP.TIME= 3X300SEC.-STACK METHOD: AVERAGE-'ACP->LX200GPS/R'-'SBIG ST-7 DUAL CCD CAMERA'	0	1.132	Z		12.845		OJ 287	AAVSO	STD	0			
2458118.561707	14.529	0.009		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.085	Z	-13.574	14.614	2458118.56656	OJ 287	AAVSO	STD				
2458118.5636	14.540	0.071		V	MMN		UCAC4 551-045646	UCAC4 551-045647		TELESCOPE SCHMIDT-CASSEGRAIN 0.25M-F/10.0 + CCD KAF0261E	0		Z	14.630	14.992		OJ 287	UAI	STD				
2458118.573736	14.105	0.007		R	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.077	Z	-14.087	14.295	2458118.57859	OJ 287	AAVSO	STD				
2458118.585736	14.817	0.009		SG	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.074	Z	-13.457	14.892	2458118.59059	OJ 287	AAVSO	STD				
2458118.597805	14.366	0.008		SR	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.075	Z	-13.871	14.511	2458118.60266	OJ 287	AAVSO	STD				
2458118.609854	14.065	0.010		SI	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.081	Z	-13.396	14.421	2458118.61471	OJ 287	AAVSO	STD				
2458118.625444	14.515	0.009		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.096	Z	-13.515	14.624	2458118.63030	OJ 287	AAVSO	STD				
2458118.649272	14.522	0.009		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.136	Z	-13.536	14.615	2458118.65413	OJ 287	AAVSO	STD				
2458118.726	14.851			B	PYG		4=15.01		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458118.733	14.508			V	PYG		4=14.18		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458118.738	14.124			SR	PYG		4=13.74		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458119.470450	14.449	0.016		V	ATE		NA	146	X16659HL		0	1.424	Z		14.649	2458119.47535	OJ 287	AAVSO	STD				
2458119.662	14.052			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458119.663	14.426			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458119.68	14.4			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458119.743	14.726			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458119.749	14.375			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458119.749	14.377			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458119.754	13.967			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458119.754	14.017			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458120.715	13.879			R	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458120.762	14.401			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458121.628	14.447			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458121.628	14.085			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458121.633	14.4			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458123.40417	14.55			CV	WKL	B			X21957BRS		0		Z	14.6			OJ 287	BAV	STD				
2458123.431	14.464			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458123.433	14.033			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458123.736	14.877			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458123.742	14.397			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458123.747	14.054			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458124.536	14.7			Vis.	PYG	U	S-1		251.02				Z				OJ 287	BAA-VSS	STD				
2458125.467	14.6			Vis.	PYG		V=S		251.02				Z				OJ 287	BAA-VSS	STD				
2458125.53514	14.638	0.017		V	BDG		ENSEMBLE	11	KIDGER	MEAN OF 14 OBS	1	1.206	Z		15.146		OJ 287	BAA-VSS	STD	1			
2458125.53588	14.197	0.019		R	BDG		ENSEMBLE	11	KIDGER	MEAN OF 14 OBS	1	1.205	Z		14.765		OJ 287	BAA-VSS	STD	1			
2458125.89962	14.625	0.014		V	DKS		000-BBQ-043	000-BBQ-029	14597CF	ERROR: V-C STDDEV+C POISSON IN QUAD;	0	1.192	Z	12.800	14.552		OJ 287	AAVSO	STD				
2458126.471	14.7			Vis.	PYG		S-1		251.02				Z				OJ 287	BAA-VSS	STD				
2458127.441705	14.841	0.063		V	ATE		NA	146	X16659HL		0	1.472	Z		14.668	2458127.44696	OJ 287	AAVSO	STD				
2458127.720	15.061			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458127.726	14.789			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458127.731	14.404			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458128.636	14.467			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.7			OJ 287	BAA-VSS	STD				
2458128.638	14.831			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.2			OJ 287	BAA-VSS	STD				
2458128.64	14.9			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458129.662	14.956			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458129.663	14.544			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458129.683	15.0			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458129.714	15.478			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458129.721	14.976			V	PYG		44		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458129.722	14.561			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458130.620	14.547			R	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458130.622	14.888			V	PYG		4		FIORUCCI TOSTI & SMI	COAST	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458130.725	15.0			Vis.	HUR				251.02	COAST; CCD observation incorrectly loaded as Visual.; CCD			Z				OJ 287	BAA-VSS	STD				BAAVSS
2458130.749	15.297			B	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	15.01			OJ 287	BAA-VSS	STD				
2458130.755	14.959			V	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	14.18			OJ 287	BAA-VSS	STD				
2458130.76	14.572			SR	PYG		4		FIORUCCI TOSTI & SMI	SRO-50	0		Z	13.74			OJ 287	BAA-VSS	STD				
2458131.468304	14.972	0.011		V	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.200	Z	-13.504	14.615	2458131.47370	OJ 287	AAVSO	STD				
2458131.481454	14.529	0.009		R	NRNA		000-BBQ-029	CONTROL	X16263DI		0	1.162	Z	-14.007	14.287	2458131.48685	OJ 287	AAVSO	STD				
