JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457365.76131	14.04	0.029		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.7642	14.072	0.009		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76492	14.065	0.009		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76564	14.041	0.013		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76637	14.046	0.006		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76708	14.046	0.008		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.7678	14.04	0.012		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76853	14.044	0.014		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76925	14.042	0.003		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.76998	14.046	0.007		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.77069	14.049	0.017		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.77141	14.046	0.007		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457365.77214	14.057	0.019		V	PXR				BAA VSS 251.02	LX200-14			Z				OJ 287	BAA-VSS	STD				BAAVSS
2457366.416827	13.769	0.013		R	NRNA		000-BBQ-029		X16263DI		0	3.188	Z	-11.773		2457366.42023	OJ 287	AAVSO	STD				
2457366.424127	13.759	0.012		R	NRNA		000-BBQ-029		X16263DI		0	2.896	Z	-11.874		2457366.42753	OJ 287	AAVSO	STD				
2457366.431506	13.793	0.012		R	NRNA		000-BBQ-029		X16263DI		0	2.652	Z	-11.935		2457366.43491	OJ 287	AAVSO	STD				
2457366.438806	13.823	0.012		R	NRNA		000-BBQ-029		X16263DI		0	2.449	Z	-11.948		2457366.44221	OJ 287	AAVSO	STD				
2457366.446155	13.825	0.012		R	NRNA		000-BBQ-029		X16263DI		0	2.275	Z	-11.954		2457366.44956	OJ 287	AAVSO	STD				
2457366.453594	13.829	0.012		R	NRNA		000-BBQ-029		X16263DI		0	2.125	Z	-11.952		2457366.45700	OJ 287	AAVSO	STD				
2457366.460924	13.849	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.998	Z	-12.020		2457366.46433	OJ 287	AAVSO	STD				
2457366.468323	13.852	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.885	Z	-12.034		2457366.47173	OJ 287	AAVSO	STD				
2457366.475723	13.847	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.787	Z	-12.059		2457366.47913	OJ 287	AAVSO	STD				
2457366.476383	13.909	0.027		CV	GFDB		000-BBQ-029		X15647EI		0	2.133	Z	-10.112		2457366.47979	OJ 287	AAM	STD				
2457366.481372	13.907	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	2.046	Z	-10.545		2457366.48478	OJ 287	AAM	STD				
2457366.483222	13.828	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.699	Z	-12.045		2457366.48663	OJ 287	AAVSO	STD				
2457366.483852	13.933	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	2.006	Z	-10.480		2457366.48726	OJ 287	AAM	STD				
2457366.488852	13.892	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.930	Z	-10.568		2457366.49226	OJ 287	AAM	STD				
2457366.490601	13.826	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.623	Z	-12.083		2457366.49401	OJ 287	AAVSO	STD				
2457366.496411	13.924	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.827	Z	-10.596		2457366.49982	OJ 287	AAM	STD				
2457366.498021	13.834	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.555	Z	-12.093		2457366.50143	OJ 287	AAVSO	STD				
2457366.498921	13.953	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.796	Z	-10.484		2457366.50233	OJ 287	AAM	STD				
2457366.501401	13.948	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.766	Z	-10.495		2457366.50481	OJ 287	AAM	STD				
2457366.503890	13.960	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.738	Z	-10.473		2457366.50730	OJ 287	AAM	STD				
2457366.505370	13.843	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.495	Z	-12.083		2457366.50878	OJ 287	AAVSO	STD				
2457366.506390	13.933	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.710	Z	-10.550		2457366.50980	OJ 287	AAM	STD				
2457366.508880	13.954	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.684	Z	-10.615		2457366.51229	OJ 287	AAM	STD				
2457366.511380	13.954	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.658	Z	-10.445		2457366.51479	OJ 287	AAM	STD				
2457366.512750	13.874	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.441	Z	-12.115		2457366.51616	OJ 287	AAVSO	STD				
2457366.513160	13.943	0.026		CV	GFDB		000-BBQ-029		X15647EI		0	1.641	Z	-10.194		2457366.51657	OJ 287	AAM	STD				
2457366.518149	13.984	0.026		CV	GFDB		000-BBQ-029		X15647EI		0	1.595	Z	-10.225		2457366.52156	OJ 287	AAM	STD				
2457366.520079	13.863	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.394	Z	-12.126		2457366.52349	OJ 287	AAVSO	STD				
2457366.520649	14.002	0.027		CV	GFDB		000-BBQ-029		X15647EI		0	1.573	Z	-10.190		2457366.52406	OJ 287	AAM	STD				
2457366.527488	13.865	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.350	Z	-12.128		2457366.53090	OJ 287	AAVSO	STD				
2457366.528158	14.001	0.031		CV	GFDB		000-BBQ-029		X15647EI		0	1.512	Z	-9.887		2457366.53157	OJ 287	AAM	STD				
2457366.530648	14.051	0.030		CV	GFDB		000-BBQ-029		X15647EI		0	1.493	Z	-9.990		2457366.53406	OJ 287	AAM	STD				
2457366.533138	14.010	0.027		CV	GFDB		000-BBQ-029		X15647EI		0	1.475	Z	-10.219		2457366.53655	OJ 287	AAM	STD				
2457366.534838	13.872	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.312	Z	-12.150		2457366.53825	OJ 287	AAVSO	STD				
2457366.535648	13.951	0.026		CV	GFDB		000-BBQ-029		X15647EI		0	1.458	Z	-10.206		2457366.53906	OJ 287	AAM	STD				
2457366.538148	13.977	0.026		CV	GFDB		000-BBQ-029		X15647EI		0	1.441	Z	-10.240		2457366.54156	OJ 287	AAM	STD				
2457366.540647	13.972	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.425	Z	-10.532		2457366.54406	OJ 287	AAM	STD				
2457366.542407	13.871	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.276	Z	-12.167		2457366.54582	OJ 287	AAVSO	STD				
2457366.543147	13.931	0.023		CV	GFDB		000-BBQ-029		X15647EI		0	1.409	Z	-10.504		2457366.54656	OJ 287	AAM	STD				
2457366.545627	13.998	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.394	Z	-10.654		2457366.54904	OJ 287	AAM	STD				
2457366.548147	13.976	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.379	Z	-10.828		2457366.55156	OJ 287	AAM	STD				
2457366.549767	13.849	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.246	Z	-12.143		2457366.55318	OJ 287	AAVSO	STD				
2457366.550637	14.027	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.365	Z	-10.831		2457366.55405	OJ 287	AAM	STD				
2457366.553126	13.972	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.352	Z	-10.803		2457366.55654	OJ 287	AAM	STD				
2457366.555616	13.946	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.339	Z	-10.748		2457366.55903	OJ 287	AAM	STD				
2457366.557136	13.843	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.218	Z	-12.136		2457366.56055	OJ 287	AAVSO	STD				
2457366.558106	13.967	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.327	Z	-10.833		2457366.56152	OJ 287	AAM	STD				
2457366.560596	13.958	0.018		CV	GFDB		000-BBQ-029		X15647EI		0	1.315	Z	-11.051		2457366.56401	OJ 287	AAM	STD				
2457366.563086	13.976	0.019		CV	GFDB		000-BBQ-029		X15647EI		0	1.303	Z	-10.945		2457366.56650	OJ 287	AAM	STD				
2457366.564445	13.851	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.194	Z	-12.125		2457366.56786	OJ 287	AAVSO	STD				
2457366.565585	13.990	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.292	Z	-10.755		2457366.56900	OJ 287	AAM	STD				
2457366.568075	13.956	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.281	Z	-10.568		2457366.57149	OJ 287	AAM	STD				
2457366.570585	13.914	0.025		CV	GFDB		000-BBQ-029		X15647EI		0	1.271	Z	-10.308		2457366.57400	OJ 287	AAM	STD				
2457366.571775	13.847	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.172	Z	-12.149		2457366.57519	OJ 287	AAVSO	STD				
2457366.573065	13.987	0.024		CV	GFDB		000-BBQ-029		X15647EI		0	1.261	Z	-10.406		2457366.57648	OJ 287	AAM	STD				
2457366.575565	13.978	0.026		CV	GFDB		000-BBQ-029		X15647EI		0	1.251	Z	-10.246		2457366.57898	OJ 287	AAM	STD				
2457366.578044	13.965	0.024		CV	GFDB		000-BBQ-029		X15647EI		0	1.242	Z	-10.446		2457366.58146	OJ 287	AAM	STD				
2457366.579124	13.862	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.153	Z	-12.153		2457366.58254	OJ 287	AAVSO	STD				
2457366.580534	13.952	0.024		CV	GFDB		000-BBQ-029		X15647EI		0	1.233	Z	-10.411		2457366.58395	OJ 287	AAM	STD				
2457366.583024	13.976	0.027		CV	GFDB		000-BBQ-029		X15647EI		0	1.224	Z	-10.176		2457366.58644	OJ 287	AAM	STD				
2457366.585524	13.917	0.029		CV	GFDB		000-BBQ-029		X15647EI		0	1.216	Z	-9.907		2457366.58894	OJ 287	AAM	STD				
2457366.586544	13.863	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.136	Z	-12.160		2457366.58996	OJ 287	AAVSO	STD				
2457366.588014	13.903	0.032		CV	GFDB		000-BBQ-029		X15647EI		0	1.208	Z	-9.675		2457366.59143	OJ 287	AAM	STD				
2457366.590503	13.913	0.037		CV	GFDB		000-BBQ-029		X15647EI		0	1.200	Z	-9.415		2457366.59392	OJ 287	AAM	STD				
2457366.593873	13.858	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.121	Z	-12.164		2457366.59729	OJ 287	AAVSO	STD				
2457366.601243	13.844	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.109	Z	-12.158		2457366.60466	OJ 287	AAVSO	STD				
2457366.608592	13.856	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.098	Z	-12.172		2457366.61201	OJ 287	AAVSO	STD				
2457366.615981	13.851	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.090	Z	-12.171		2457366.61940	OJ 287	AAVSO	STD				
2457366.623371	13.845	0.011		R	NRNA		000-BBQ-029		X16263DI		0	1.083	Z	-12.103		2457366.62679	OJ 287	AAVSO	STD				
2457366.630770	13.834	0.012		R	NRNA		000-BBQ-029		X16263DI		0	1.078	Z	-12.005		2457366.63419	OJ 287	AAVSO	STD				
2457366.638150	13.840	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.075	Z	-11.585		2457366.64157	OJ 287	AAVSO	STD				
2457366.645549	13.852	0.020		R	NRNA		000-BBQ-029		X16263DI		0	1.074	Z	-10.842		2457366.64897	OJ 287	AAVSO	STD				
2457367.477803	14.107	0.025		R	NRNA		000-BBQ-029		X16263DI		0	1.721	Z	-10.615		2457367.48129	OJ 287	AAVSO	STD				
2457367.485072	14.096	0.026		R	NRNA		000-BBQ-029		X16263DI		0	1.643	Z	-10.564		2457367.48856	OJ 287	AAVSO	STD				
2457367.492292	14.074	0.027		R	NRNA		000-BBQ-029		X16263DI		0	1.575	Z	-10.447		2457367.49578	OJ 287	AAVSO	STD				
2457367.499531	14.024	0.022		R	NRNA		000-BBQ-029		X16263DI		0	1.514	Z	-10.822		2457367.50302	OJ 287	AAVSO	STD				
2457367.89859	14.66	0.02		V	DKS		000-BBQ-043	000-BBQ-029	14597CF	ERROR: V+C POISSON;	0	1.019	Z	12.800	14.588		OJ 287	AAVSO	STD				
2457368.460025	14.058	0.019		R	NRNA		000-BBQ-029		X16263DI		0	1.915	Z	-11.172		2457368.46359	OJ 287	AAVSO	STD				
2457368.465715	14.195	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.233	Z	-11.832		2457368.46928	OJ 287	AAM	STD				
2457368.467225	14.092	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.816	Z	-11.356		2457368.47079	OJ 287	AAVSO	STD				
2457368.468215	14.207	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.184	Z	-11.849		2457368.47178	OJ 287	AAM	STD				
2457368.470725	14.186	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.137	Z	-11.848		2457368.47429	OJ 287	AAM	STD				
2457368.473224	14.187	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.092	Z	-11.845		2457368.47679	OJ 287	AAM	STD				
2457368.474414	14.111	0.017		R	NRNA		000-BBQ-029		X16263DI		0	1.728	Z	-11.473		2457368.47798	OJ 287	AAVSO	STD				
2457368.475724	14.223	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.049	Z	-11.871		2457368.47929	OJ 287	AAM	STD				
2457368.478224	14.229	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	2.008	Z	-11.878		2457368.48179	OJ 287	AAM	STD				
2457368.480734	14.206	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.969	Z	-11.847		2457368.48430	OJ 287	AAM	STD				
2457368.481714	14.116	0.016		R	NRNA		000-BBQ-029		X16263DI		0	1.650	Z	-11.570		2457368.48528	OJ 287	AAVSO	STD				
2457368.483234	14.214	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.932	Z	-11.831		2457368.48680	OJ 287	AAM	STD				
2457368.485743	14.231	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.896	Z	-11.814		2457368.48931	OJ 287	AAM	STD				
2457368.488243	14.237	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.862	Z	-11.859		2457368.49181	OJ 287	AAM	STD				
2457368.488803	14.143	0.017		R	NRNA		000-BBQ-029		X16263DI		0	1.582	Z	-11.578		2457368.49237	OJ 287	AAVSO	STD				
2457368.490743	14.235	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.830	Z	-11.872		2457368.49431	OJ 287	AAM	STD				
2457368.493243	14.237	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.798	Z	-11.864		2457368.49681	OJ 287	AAM	STD				
2457368.495743	14.258	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.768	Z	-11.897		2457368.49931	OJ 287	AAM	STD				
2457368.495983	14.112	0.015		R	NRNA		000-BBQ-029		X16263DI		0	1.520	Z	-11.714		2457368.49955	OJ 287	AAVSO	STD				
2457368.498252	14.241	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.740	Z	-11.855		2457368.50182	OJ 287	AAM	STD				
2457368.500752	14.233	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.712	Z	-11.861		2457368.50432	OJ 287	AAM	STD				
2457368.503162	14.145	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.465	Z	-11.886		2457368.50673	OJ 287	AAVSO	STD				
2457368.503252	14.256	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.686	Z	-11.857		2457368.50682	OJ 287	AAM	STD				
2457368.505752	14.262	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.660	Z	-11.871		2457368.50932	OJ 287	AAM	STD				
2457368.508252	14.253	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.636	Z	-11.847		2457368.51182	OJ 287	AAM	STD				
2457368.510352	14.161	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.416	Z	-11.946		2457368.51392	OJ 287	AAVSO	STD				
2457368.510762	14.269	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.612	Z	-11.869		2457368.51433	OJ 287	AAM	STD				
2457368.513261	14.252	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.590	Z	-11.829		2457368.51683	OJ 287	AAM	STD				
2457368.515761	14.258	0.014		CV	GFDB		000-BBQ-029		X15647EI		0	1.568	Z	-11.814		2457368.51933	OJ 287	AAM	STD				
2457368.517531	14.164	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.372	Z	-11.970		2457368.52110	OJ 287	AAVSO	STD				
2457368.518281	14.291	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.547	Z	-11.825		2457368.52185	OJ 287	AAM	STD				
2457368.520791	14.268	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.527	Z	-11.801		2457368.52436	OJ 287	AAM	STD				
2457368.523291	14.280	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.507	Z	-11.771		2457368.52686	OJ 287	AAM	STD				
2457368.524730	14.141	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.332	Z	-11.901		2457368.52830	OJ 287	AAVSO	STD				
2457368.525800	14.258	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.489	Z	-11.730		2457368.52937	OJ 287	AAM	STD				
2457368.528300	14.280	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.471	Z	-11.715		2457368.53187	OJ 287	AAM	STD				
2457368.530800	14.273	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.453	Z	-11.699		2457368.53437	OJ 287	AAM	STD				
2457368.531910	14.186	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.296	Z	-11.955		2457368.53548	OJ 287	AAVSO	STD				
2457368.533300	14.280	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.437	Z	-11.663		2457368.53687	OJ 287	AAM	STD				
2457368.535800	14.281	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.421	Z	-11.610		2457368.53937	OJ 287	AAM	STD				
2457368.538309	14.287	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.405	Z	-11.599		2457368.54188	OJ 287	AAM	STD				
2457368.539099	14.167	0.015		R	NRNA		000-BBQ-029		X16263DI		0	1.264	Z	-11.873		2457368.54267	OJ 287	AAVSO	STD				
2457368.540315	14.308	0.157		CV	HKEB		ENSEMBLE	000-BBQ-061	15545BEK	OTHER	1	1.616	Z		13.654		OJ 287	AAVSO	STD				
2457368.540809	14.283	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.390	Z	-11.571		2457368.54438	OJ 287	AAM	STD				
2457368.543309	14.290	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.376	Z	-11.570		2457368.54688	OJ 287	AAM	STD				
2457368.545809	14.291	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.362	Z	-11.559		2457368.54938	OJ 287	AAM	STD				
2457368.546299	14.178	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.235	Z	-11.938		2457368.54987	OJ 287	AAVSO	STD				
2457368.548309	14.290	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.349	Z	-11.549		2457368.55188	OJ 287	AAM	STD				
2457368.550808	14.285	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.336	Z	-11.570		2457368.55438	OJ 287	AAM	STD				
2457368.553308	14.301	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.323	Z	-11.595		2457368.55688	OJ 287	AAM	STD				
2457368.553468	14.189	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.209	Z	-12.056		2457368.55704	OJ 287	AAVSO	STD				
2457368.555818	14.311	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.311	Z	-11.622		2457368.55939	OJ 287	AAM	STD				
2457368.557368	14.293	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.304	Z	-11.579		2457368.56094	OJ 287	AAM	STD				
2457368.559868	14.307	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.293	Z	-11.582		2457368.56344	OJ 287	AAM	STD				
2457368.560658	14.182	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.186	Z	-12.069		2457368.56423	OJ 287	AAVSO	STD				
2457368.562367	14.296	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.282	Z	-11.557		2457368.56594	OJ 287	AAM	STD				
2457368.564867	14.300	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.272	Z	-11.538		2457368.56844	OJ 287	AAM	STD				
2457368.567367	14.294	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.262	Z	-11.534		2457368.57094	OJ 287	AAM	STD				
2457368.567847	14.193	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.166	Z	-12.031		2457368.57142	OJ 287	AAVSO	STD				
2457368.569867	14.306	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.252	Z	-11.503		2457368.57344	OJ 287	AAM	STD				
2457368.572357	14.283	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.243	Z	-11.480		2457368.57593	OJ 287	AAM	STD				
2457368.574857	14.306	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.234	Z	-11.453		2457368.57843	OJ 287	AAM	STD				
2457368.575017	14.173	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.147	Z	-12.048		2457368.57859	OJ 287	AAVSO	STD				
2457368.577356	14.301	0.018		CV	GFDB		000-BBQ-029		X15647EI		0	1.225	Z	-11.370		2457368.58093	OJ 287	AAM	STD				
2457368.579856	14.318	0.019		CV	GFDB		000-BBQ-029		X15647EI		0	1.217	Z	-11.228		2457368.58343	OJ 287	AAM	STD				
2457368.582206	14.194	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.132	Z	-12.083		2457368.58578	OJ 287	AAVSO	STD				
2457368.582356	14.327	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.209	Z	-10.975		2457368.58593	OJ 287	AAM	STD				
2457368.584846	14.296	0.022		CV	GFDB		000-BBQ-029		X15647EI		0	1.201	Z	-10.888		2457368.58842	OJ 287	AAM	STD				
2457368.587356	14.269	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.194	Z	-10.964		2457368.59093	OJ 287	AAM	STD				
2457368.589385	14.176	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.118	Z	-12.024		2457368.59296	OJ 287	AAVSO	STD				
2457368.589845	14.287	0.020		CV	GFDB		000-BBQ-029		X15647EI		0	1.187	Z	-11.090		2457368.59342	OJ 287	AAM	STD				
2457368.592345	14.299	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.180	Z	-11.070		2457368.59592	OJ 287	AAM	STD				
2457368.594845	14.290	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.173	Z	-11.052		2457368.59842	OJ 287	AAM	STD				
2457368.596555	14.199	0.014		R	NRNA		000-BBQ-029		X16263DI		0	1.106	Z	-11.948		2457368.60013	OJ 287	AAVSO	STD				
2457368.597345	14.297	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.167	Z	-11.025		2457368.60092	OJ 287	AAM	STD				
2457368.599845	14.289	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.161	Z	-11.038		2457368.60342	OJ 287	AAM	STD				
2457368.602344	14.331	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.156	Z	-11.055		2457368.60592	OJ 287	AAM	STD				
2457368.603734	14.168	0.017		R	NRNA		000-BBQ-029		X16263DI		0	1.096	Z	-11.495		2457368.60731	OJ 287	AAVSO	STD				
2457368.604834	14.331	0.021		CV	GFDB		000-BBQ-029		X15647EI		0	1.150	Z	-11.026		2457368.60841	OJ 287	AAM	STD				
2457368.610914	14.206	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.088	Z	-11.430		2457368.61449	OJ 287	AAVSO	STD				
2457368.618093	14.188	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.082	Z	-11.416		2457368.62167	OJ 287	AAVSO	STD				
2457368.625283	14.188	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.077	Z	-11.513		2457368.62886	OJ 287	AAVSO	STD				
2457368.632452	14.175	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.075	Z	-11.378		2457368.63603	OJ 287	AAVSO	STD				
2457368.639631	14.211	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.073	Z	-11.457		2457368.64321	OJ 287	AAVSO	STD				
2457368.646811	14.184	0.017		R	NRNA		000-BBQ-029		X16263DI		0	1.074	Z	-11.598		2457368.65039	OJ 287	AAVSO	STD				
2457368.653980	14.137	0.018		R	NRNA		000-BBQ-029		X16263DI		0	1.076	Z	-11.361		2457368.65756	OJ 287	AAVSO	STD				
2457368.661170	14.129	0.028		R	NRNA		000-BBQ-029		X16263DI		0	1.080	Z	-10.431		2457368.66475	OJ 287	AAVSO	STD				
2457368.668359	14.080	0.031		R	NRNA		000-BBQ-029		X16263DI		0	1.085	Z	-10.161		2457368.67194	OJ 287	AAVSO	STD				
2457368.675529	14.126	0.025		R	NRNA		000-BBQ-029		X16263DI		0	1.093	Z	-10.643		2457368.67911	OJ 287	AAVSO	STD				
2457368.682718	14.152	0.028		R	NRNA		000-BBQ-029		X16263DI		0	1.102	Z	-10.463		2457368.68630	OJ 287	AAVSO	STD				
2457368.689898	14.175	0.021		R	NRNA		000-BBQ-029		X16263DI		0	1.113	Z	-11.050		2457368.69348	OJ 287	AAVSO	STD				
2457368.697077	14.173	0.020		R	NRNA		000-BBQ-029		X16263DI		0	1.125	Z	-11.253		2457368.70066	OJ 287	AAVSO	STD				
2457369.538872	14.387	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.386	Z	-11.688		2457369.54252	OJ 287	AAM	STD				
2457369.541372	14.372	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.371	Z	-11.735		2457369.54502	OJ 287	AAM	STD				
2457369.543852	14.388	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.358	Z	-11.795		2457369.54750	OJ 287	AAM	STD				
2457369.546341	14.387	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.345	Z	-11.782		2457369.54999	OJ 287	AAM	STD				
2457369.548841	14.372	0.015		CV	GFDB		000-BBQ-029		X15647EI		0	1.332	Z	-11.796		2457369.55249	OJ 287	AAM	STD				
2457369.551341	14.346	0.016		CV	GFDB		000-BBQ-029		X15647EI		0	1.320	Z	-11.687		2457369.55499	OJ 287	AAM	STD				
2457369.553841	14.350	0.017		CV	GFDB		000-BBQ-029		X15647EI		0	1.308	Z	-11.610		2457369.55749	OJ 287	AAM	STD				
